EC Ei1
44.489300 0.000000
21.755100 0.000000
28.825600 0.000000
63.089900 0.000000
85.388900 34.534000
105.512000 0.000000
105.512000 0.000000
36.331100 0.000000
48.731500 0.000000
35.569700 0.000000
102.902000 0.000000
102.902000 0.000000
102.902000 0.000000
56.019500 0.000000
56.019500 0.000000
64.612800 0.000000
0.000000 12.687700
13.705700 0.000000
0.000000 10.082900
0.000000 30.164700
96.157700 0.000000
93.438300 0.000000
93.438300 0.000000
40.247000 0.000000
47.317400 0.000000
20.341100 0.000000
84.627500 0.000000
20.449800 0.000000
37.418800 0.000000
37.418800 0.000000
81.255400 0.000000
81.255400 0.000000
0.000000 0.000000
63.742600 0.000000
63.742600 0.000000
